Text,Sentiment
in it 's original box with all it 's accesories,1
in my case,0
in my opinion i think it is,1
in my opinion i would n't recommend it,-1
in my opinion this is way overpriced for the quality,-1
in neon green,0
in order to protect its screen,0
in other words,0
in other words,0
in our house,0
in perfect condition,1
in perfect working order,1
in recent times anyways,0
in so tell you that your unlocked phone does n't work with there system,0
in summary,0
in that time the ability to use wifi,0
in the back part below the iphone sign,0
in the first weekend the iphone came out,0
in the form of a female voice,0
in this day where android phones do provide such solutions for the `` on the go '' person that uses their phone as a business tool,0
inaccurate,-1
including a little bit faster phone,0
including choppy,0
initially apple genius drew a line in the sand,0
inserted in the device i purchase here in amazon,0
instead of a charger,0
instead of a cheap plastic case most cell phone have,0
instead of arguing about how the phone was warranted for 1 year,0
instead of it being unlocked like supposed to,-1
instead received a refurbished one,0
instead they sent me a black phone,-1
integrating them together,0
intense lag,-1
internet speed not as fast as i expected,-1
io received it on time,1
ios,0
ios 7 's new taskbar lets you turn off your wifi,1
ios 7 has its drawbacks,-1
ios 7 makes the iphone 5 even easier to use,1
ios 8,0
ios also syncs very well with other apple products,1
ios counterparts,0
ios have far more apps than any human could sample in a lifetime,1
ios is also very fluid,1
ios is more simpler,1
ios never skipped a beat,1
ios on the other hand feels even simpler,1
ios respectively,0
ios runs smoothly because it 's coded in c,0
ios slow operating system when getting low on memory,-1
ipad,0
ipad 2,0
ipad mini,0
iphone,0
iphone 4 ( a game changer ),0
iphone 4s in every way,0
iphone 5,0
iphone 5,0
iphone 5,0
iphone 5 does not work with nano sym card from movistar venezuela,-1
iphone 5 has the worst reception,-1
iphone 5 impressions,0
iphone 5 new as expected,1
iphone 5 vs nexus 4 ( hardware only ),0
iphone 5 vs nexus 4 ( software only ),0
iphone 5 which was sent was a faulty piece,-1
iphone 5c ) just buy this one,1
iphone 5s,0
iphone 5s is just wasting money for a finger print thing,0
iphone arrived far quicker than estimated,1
iphone delivered was renewed,-1
iphone failed factory take apple for service,0
iphone has all of the best apps at its disposal,1
iphone in my opinion will always remain to be the market leader in smartphone,1
iphone is also very expensive,-1
iphone is always the best,1
iphone is locked,-1
iphone is no longer on top,-1
iphone was such a hit,1
iphone4s,0
iplan to by some slr cameras,0
ir arrived as scheduled,1
is a disaster,-1
is a iphone,0
is a very expensive phone $ 700 to have to do that every time default,-1
is because there have been some noted charging issues with the 5,-1
is brand new in the box so of course it come with everything just like he say came on time to i do n't know why some people lie about him thanks again for this great phone,1
is exactly as advertised,1
is extremely fast,1
is free from the verizon 's congrssional sycophants,0
is great,1
is great phone,1
is it handy,1
is lightning quick,1
is locked,-1
is ok,1
is pretty amazing,1
is still working great after two weeks,1
is the iphone looks great in perfect conditions,1
is the strength of the screen,0
is there any solution ?,0
is this phone doesnt differ that much from the new 5c,0
is used,0
is very good-looking,1
is very happy with it,1
is working all right,1
is working really good,1
issues with this phone,0
it '' s just perfect,1
it 's a 5 not 5c,0
it 's a bit simple,0
it 's a duplicate,-1
it 's a fake iphone,-1
it 's a great phone i had a problem with the charger at first,-1
it 's a lot less noticeable in my pocket,1
it 's a lot smarter than i am,1
it 's a much better fit,1
it 's a new world,0
it 's a really nice phone,1
it 's a rip off,-1
it 's a shame i can not replace it,-1
it 's a sturdy phone,1
it 's a used phone with scratches,-1
it 's a very good phone,1
it 's all about the iphones lol greatest invention ever,1
it 's also fast,1
it 's also lightweight for easier use,1
it 's always been in a otter box case,0
it 's an iphone,0
it 's awesome,1
it 's back camera does not work,-1
it 's been a very low-fuss device that just does what i need it to do,1
it 's cheap,-1
it 's definitely been a love/hate relationship with more hate than love on my part,1
it 's essentially quite simple,0
it 's exactly as mentioned,-1
it 's extremely easy for an average non-techy person to figure out,1
it 's extremely frustrating,-1
it 's far from it,0
it 's fast,1
it 's good,1
it 's good,1
it 's good,1
it 's great the iphone,1
it 's his first smartphone,0
it 's in great condition,1
it 's locked,-1
it 's locked,-1
it 's longer,1
it 's malfunction,-1
it 's merely `` good '',1
it 's much better than her old 3s,1
it 's much easier to use than android phone,1
it 's new,1
